experiment_id,experiment_group,protocol_version,dataset,data_root,outer_target,method,trainer_method,backbone,seed,optimization_seed,source_split_seed,lambda_f,lambda_k,temperature,augmentation_M,selection_protocol,config_hash,dataset_fingerprint,status,result_path,checkpoint_path,gpu,exit_code,rerun_reason
cross-vlcs-strong_aug-VOC2007-seed2026,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,vlcs,data/VLCS,VOC2007,strong_aug,strong_aug,torchvision:resnet50:IMAGENET1K_V2,2026,2026,2026,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,fc518d73f00c365a154302e21d5e909f1beba20615be7c990ac961d5352adbe1,94bcf75dd22fb036d9ed5149215a69420654f1d7699f1686b5c987e7caa77dc2,complete,runs/revision/cross_dataset/vlcs/strong_aug/VOC2007/2026/vlcs_VOC2007_resnet50_strong_aug_seed2026.json,runs/revision/cross_dataset/vlcs/strong_aug/VOC2007/2026/vlcs_VOC2007_resnet50_strong_aug_seed2026.pt,1,0,
cross-vlcs-strong_aug-VOC2007-seed2027,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,vlcs,data/VLCS,VOC2007,strong_aug,strong_aug,torchvision:resnet50:IMAGENET1K_V2,2027,2027,2027,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,0f52fb1e3b6bf8e4eb01c7b3d2130ff3b4eef68385a886dd147d593ca865cca3,94bcf75dd22fb036d9ed5149215a69420654f1d7699f1686b5c987e7caa77dc2,complete,runs/revision/cross_dataset/vlcs/strong_aug/VOC2007/2027/vlcs_VOC2007_resnet50_strong_aug_seed2027.json,runs/revision/cross_dataset/vlcs/strong_aug/VOC2007/2027/vlcs_VOC2007_resnet50_strong_aug_seed2027.pt,1,0,
cross-vlcs-feature_plus_kl-Caltech101-seed42,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,vlcs,data/VLCS,Caltech101,feature_plus_kl,feature_plus_kl,torchvision:resnet50:IMAGENET1K_V2,42,42,42,0.1,0.05,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,a80a697dabf8499bed53705238d0ba322046954be7c9006c21a040c7954251bb,94bcf75dd22fb036d9ed5149215a69420654f1d7699f1686b5c987e7caa77dc2,complete,runs/revision/cross_dataset/vlcs/feature_plus_kl/Caltech101/42/vlcs_Caltech101_resnet50_feature_plus_kl_seed42.json,runs/revision/cross_dataset/vlcs/feature_plus_kl/Caltech101/42/vlcs_Caltech101_resnet50_feature_plus_kl_seed42.pt,1,0,
cross-vlcs-feature_plus_kl-Caltech101-seed123,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,vlcs,data/VLCS,Caltech101,feature_plus_kl,feature_plus_kl,torchvision:resnet50:IMAGENET1K_V2,123,123,123,0.1,0.05,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,6b2d2c67ca8d4d85978da42f4f46f153caab3db6f4bd339ed139a529631f652b,94bcf75dd22fb036d9ed5149215a69420654f1d7699f1686b5c987e7caa77dc2,complete,runs/revision/cross_dataset/vlcs/feature_plus_kl/Caltech101/123/vlcs_Caltech101_resnet50_feature_plus_kl_seed123.json,runs/revision/cross_dataset/vlcs/feature_plus_kl/Caltech101/123/vlcs_Caltech101_resnet50_feature_plus_kl_seed123.pt,1,0,
cross-vlcs-feature_plus_kl-Caltech101-seed3407,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,vlcs,data/VLCS,Caltech101,feature_plus_kl,feature_plus_kl,torchvision:resnet50:IMAGENET1K_V2,3407,3407,3407,0.1,0.05,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,dabfabea5216b878862cd566c35c6ffa782b482df663a527b35b911427407b75,94bcf75dd22fb036d9ed5149215a69420654f1d7699f1686b5c987e7caa77dc2,complete,runs/revision/cross_dataset/vlcs/feature_plus_kl/Caltech101/3407/vlcs_Caltech101_resnet50_feature_plus_kl_seed3407.json,runs/revision/cross_dataset/vlcs/feature_plus_kl/Caltech101/3407/vlcs_Caltech101_resnet50_feature_plus_kl_seed3407.pt,1,0,
cross-vlcs-feature_plus_kl-Caltech101-seed2026,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,vlcs,data/VLCS,Caltech101,feature_plus_kl,feature_plus_kl,torchvision:resnet50:IMAGENET1K_V2,2026,2026,2026,0.1,0.05,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,4e61361773c23f537cc5ad3ebb86334c3493c06bdced7515f669325f3e7c556c,94bcf75dd22fb036d9ed5149215a69420654f1d7699f1686b5c987e7caa77dc2,complete,runs/revision/cross_dataset/vlcs/feature_plus_kl/Caltech101/2026/vlcs_Caltech101_resnet50_feature_plus_kl_seed2026.json,runs/revision/cross_dataset/vlcs/feature_plus_kl/Caltech101/2026/vlcs_Caltech101_resnet50_feature_plus_kl_seed2026.pt,1,0,
cross-vlcs-feature_plus_kl-Caltech101-seed2027,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,vlcs,data/VLCS,Caltech101,feature_plus_kl,feature_plus_kl,torchvision:resnet50:IMAGENET1K_V2,2027,2027,2027,0.1,0.05,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,4704b9f11625d16bb43d7fab895a77b457b0e2b87a492e87035b7f93a45fd842,94bcf75dd22fb036d9ed5149215a69420654f1d7699f1686b5c987e7caa77dc2,complete,runs/revision/cross_dataset/vlcs/feature_plus_kl/Caltech101/2027/vlcs_Caltech101_resnet50_feature_plus_kl_seed2027.json,runs/revision/cross_dataset/vlcs/feature_plus_kl/Caltech101/2027/vlcs_Caltech101_resnet50_feature_plus_kl_seed2027.pt,1,0,
cross-vlcs-feature_plus_kl-LabelMe-seed42,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,vlcs,data/VLCS,LabelMe,feature_plus_kl,feature_plus_kl,torchvision:resnet50:IMAGENET1K_V2,42,42,42,0.1,0.05,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,bb04064a145646be4592bf20baaf5e52d4f7d1bf66d3566c5d3e3d6d4ca4341c,94bcf75dd22fb036d9ed5149215a69420654f1d7699f1686b5c987e7caa77dc2,complete,runs/revision/cross_dataset/vlcs/feature_plus_kl/LabelMe/42/vlcs_LabelMe_resnet50_feature_plus_kl_seed42.json,runs/revision/cross_dataset/vlcs/feature_plus_kl/LabelMe/42/vlcs_LabelMe_resnet50_feature_plus_kl_seed42.pt,1,0,
cross-vlcs-feature_plus_kl-LabelMe-seed123,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,vlcs,data/VLCS,LabelMe,feature_plus_kl,feature_plus_kl,torchvision:resnet50:IMAGENET1K_V2,123,123,123,0.1,0.05,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,9061ef6c9638733b48869018729d5f7d1493eccccda848c42501ee56701e7477,94bcf75dd22fb036d9ed5149215a69420654f1d7699f1686b5c987e7caa77dc2,complete,runs/revision/cross_dataset/vlcs/feature_plus_kl/LabelMe/123/vlcs_LabelMe_resnet50_feature_plus_kl_seed123.json,runs/revision/cross_dataset/vlcs/feature_plus_kl/LabelMe/123/vlcs_LabelMe_resnet50_feature_plus_kl_seed123.pt,1,0,
cross-vlcs-feature_plus_kl-LabelMe-seed3407,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,vlcs,data/VLCS,LabelMe,feature_plus_kl,feature_plus_kl,torchvision:resnet50:IMAGENET1K_V2,3407,3407,3407,0.1,0.05,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,debded125223091f7e2210c6c47ce2dba8dd622858c6ef869b678475e984f360,94bcf75dd22fb036d9ed5149215a69420654f1d7699f1686b5c987e7caa77dc2,complete,runs/revision/cross_dataset/vlcs/feature_plus_kl/LabelMe/3407/vlcs_LabelMe_resnet50_feature_plus_kl_seed3407.json,runs/revision/cross_dataset/vlcs/feature_plus_kl/LabelMe/3407/vlcs_LabelMe_resnet50_feature_plus_kl_seed3407.pt,1,0,
cross-vlcs-feature_plus_kl-LabelMe-seed2026,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,vlcs,data/VLCS,LabelMe,feature_plus_kl,feature_plus_kl,torchvision:resnet50:IMAGENET1K_V2,2026,2026,2026,0.1,0.05,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,b6cda37643d00119cf93e85bed7a2f557ebbb1d9629c14dd4f9d8aac01795eeb,94bcf75dd22fb036d9ed5149215a69420654f1d7699f1686b5c987e7caa77dc2,complete,runs/revision/cross_dataset/vlcs/feature_plus_kl/LabelMe/2026/vlcs_LabelMe_resnet50_feature_plus_kl_seed2026.json,runs/revision/cross_dataset/vlcs/feature_plus_kl/LabelMe/2026/vlcs_LabelMe_resnet50_feature_plus_kl_seed2026.pt,1,0,
cross-vlcs-feature_plus_kl-LabelMe-seed2027,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,vlcs,data/VLCS,LabelMe,feature_plus_kl,feature_plus_kl,torchvision:resnet50:IMAGENET1K_V2,2027,2027,2027,0.1,0.05,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,b997ef8113184c2708b2e64330ed6120e6f71b1d54041790600c351d5ea86472,94bcf75dd22fb036d9ed5149215a69420654f1d7699f1686b5c987e7caa77dc2,complete,runs/revision/cross_dataset/vlcs/feature_plus_kl/LabelMe/2027/vlcs_LabelMe_resnet50_feature_plus_kl_seed2027.json,runs/revision/cross_dataset/vlcs/feature_plus_kl/LabelMe/2027/vlcs_LabelMe_resnet50_feature_plus_kl_seed2027.pt,1,0,
cross-vlcs-feature_plus_kl-SUN09-seed42,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,vlcs,data/VLCS,SUN09,feature_plus_kl,feature_plus_kl,torchvision:resnet50:IMAGENET1K_V2,42,42,42,0.1,0.05,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,61c0a3d4c7f71f291ec95eb4dcaeaf1d4e08f5f5689164cda13fcf31e5d98268,94bcf75dd22fb036d9ed5149215a69420654f1d7699f1686b5c987e7caa77dc2,complete,runs/revision/cross_dataset/vlcs/feature_plus_kl/SUN09/42/vlcs_SUN09_resnet50_feature_plus_kl_seed42.json,runs/revision/cross_dataset/vlcs/feature_plus_kl/SUN09/42/vlcs_SUN09_resnet50_feature_plus_kl_seed42.pt,1,0,
cross-vlcs-feature_plus_kl-SUN09-seed123,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,vlcs,data/VLCS,SUN09,feature_plus_kl,feature_plus_kl,torchvision:resnet50:IMAGENET1K_V2,123,123,123,0.1,0.05,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,ac61de750dce0553f97ea6cd2f92851ca5b059b137292e927de1e13fa27ef9c9,94bcf75dd22fb036d9ed5149215a69420654f1d7699f1686b5c987e7caa77dc2,complete,runs/revision/cross_dataset/vlcs/feature_plus_kl/SUN09/123/vlcs_SUN09_resnet50_feature_plus_kl_seed123.json,runs/revision/cross_dataset/vlcs/feature_plus_kl/SUN09/123/vlcs_SUN09_resnet50_feature_plus_kl_seed123.pt,1,0,
cross-vlcs-feature_plus_kl-SUN09-seed3407,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,vlcs,data/VLCS,SUN09,feature_plus_kl,feature_plus_kl,torchvision:resnet50:IMAGENET1K_V2,3407,3407,3407,0.1,0.05,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,09df57b2ba8bf67a9cf349a1470f6c157cd30f33cbf767f60dc96d27b6d85b5f,94bcf75dd22fb036d9ed5149215a69420654f1d7699f1686b5c987e7caa77dc2,complete,runs/revision/cross_dataset/vlcs/feature_plus_kl/SUN09/3407/vlcs_SUN09_resnet50_feature_plus_kl_seed3407.json,runs/revision/cross_dataset/vlcs/feature_plus_kl/SUN09/3407/vlcs_SUN09_resnet50_feature_plus_kl_seed3407.pt,1,0,
cross-vlcs-feature_plus_kl-SUN09-seed2026,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,vlcs,data/VLCS,SUN09,feature_plus_kl,feature_plus_kl,torchvision:resnet50:IMAGENET1K_V2,2026,2026,2026,0.1,0.05,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,2e3ea5bf46f5810f963157935add5b2e0dfa37e2edcf569e244e0302a289d110,94bcf75dd22fb036d9ed5149215a69420654f1d7699f1686b5c987e7caa77dc2,complete,runs/revision/cross_dataset/vlcs/feature_plus_kl/SUN09/2026/vlcs_SUN09_resnet50_feature_plus_kl_seed2026.json,runs/revision/cross_dataset/vlcs/feature_plus_kl/SUN09/2026/vlcs_SUN09_resnet50_feature_plus_kl_seed2026.pt,1,0,
cross-vlcs-feature_plus_kl-SUN09-seed2027,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,vlcs,data/VLCS,SUN09,feature_plus_kl,feature_plus_kl,torchvision:resnet50:IMAGENET1K_V2,2027,2027,2027,0.1,0.05,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,b305918db477cf90ae4a6f600ce2bc53ca457e2a9faf763c05bd77a1709036b3,94bcf75dd22fb036d9ed5149215a69420654f1d7699f1686b5c987e7caa77dc2,complete,runs/revision/cross_dataset/vlcs/feature_plus_kl/SUN09/2027/vlcs_SUN09_resnet50_feature_plus_kl_seed2027.json,runs/revision/cross_dataset/vlcs/feature_plus_kl/SUN09/2027/vlcs_SUN09_resnet50_feature_plus_kl_seed2027.pt,1,0,
cross-vlcs-feature_plus_kl-VOC2007-seed42,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,vlcs,data/VLCS,VOC2007,feature_plus_kl,feature_plus_kl,torchvision:resnet50:IMAGENET1K_V2,42,42,42,0.1,0.05,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,4559ff38c718beee3f1eff1ddc37e61a16bc32a1318855321abea8ea6b227221,94bcf75dd22fb036d9ed5149215a69420654f1d7699f1686b5c987e7caa77dc2,complete,runs/revision/cross_dataset/vlcs/feature_plus_kl/VOC2007/42/vlcs_VOC2007_resnet50_feature_plus_kl_seed42.json,runs/revision/cross_dataset/vlcs/feature_plus_kl/VOC2007/42/vlcs_VOC2007_resnet50_feature_plus_kl_seed42.pt,1,0,
cross-vlcs-feature_plus_kl-VOC2007-seed123,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,vlcs,data/VLCS,VOC2007,feature_plus_kl,feature_plus_kl,torchvision:resnet50:IMAGENET1K_V2,123,123,123,0.1,0.05,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,6b13c7f09d6625aebb331682b48d463d58f1c913a2a1c265fa528d0becf41e8b,94bcf75dd22fb036d9ed5149215a69420654f1d7699f1686b5c987e7caa77dc2,complete,runs/revision/cross_dataset/vlcs/feature_plus_kl/VOC2007/123/vlcs_VOC2007_resnet50_feature_plus_kl_seed123.json,runs/revision/cross_dataset/vlcs/feature_plus_kl/VOC2007/123/vlcs_VOC2007_resnet50_feature_plus_kl_seed123.pt,1,0,
cross-vlcs-feature_plus_kl-VOC2007-seed3407,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,vlcs,data/VLCS,VOC2007,feature_plus_kl,feature_plus_kl,torchvision:resnet50:IMAGENET1K_V2,3407,3407,3407,0.1,0.05,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,3dc21046a364ce477f1a1435a7dddf29d431a9ff087ba7478c12eedde19d9ddd,94bcf75dd22fb036d9ed5149215a69420654f1d7699f1686b5c987e7caa77dc2,complete,runs/revision/cross_dataset/vlcs/feature_plus_kl/VOC2007/3407/vlcs_VOC2007_resnet50_feature_plus_kl_seed3407.json,runs/revision/cross_dataset/vlcs/feature_plus_kl/VOC2007/3407/vlcs_VOC2007_resnet50_feature_plus_kl_seed3407.pt,1,0,
cross-vlcs-feature_plus_kl-VOC2007-seed2026,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,vlcs,data/VLCS,VOC2007,feature_plus_kl,feature_plus_kl,torchvision:resnet50:IMAGENET1K_V2,2026,2026,2026,0.1,0.05,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,e880b80b13a95cbf5887f18c64f056db5b576694644069cf5446cfc034297f35,94bcf75dd22fb036d9ed5149215a69420654f1d7699f1686b5c987e7caa77dc2,complete,runs/revision/cross_dataset/vlcs/feature_plus_kl/VOC2007/2026/vlcs_VOC2007_resnet50_feature_plus_kl_seed2026.json,runs/revision/cross_dataset/vlcs/feature_plus_kl/VOC2007/2026/vlcs_VOC2007_resnet50_feature_plus_kl_seed2026.pt,1,0,
cross-vlcs-feature_plus_kl-VOC2007-seed2027,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,vlcs,data/VLCS,VOC2007,feature_plus_kl,feature_plus_kl,torchvision:resnet50:IMAGENET1K_V2,2027,2027,2027,0.1,0.05,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,0c1922daa3b0b44bd0925ff51c15de7a1ace7b72ee7c532497b9020ded873fde,94bcf75dd22fb036d9ed5149215a69420654f1d7699f1686b5c987e7caa77dc2,complete,runs/revision/cross_dataset/vlcs/feature_plus_kl/VOC2007/2027/vlcs_VOC2007_resnet50_feature_plus_kl_seed2027.json,runs/revision/cross_dataset/vlcs/feature_plus_kl/VOC2007/2027/vlcs_VOC2007_resnet50_feature_plus_kl_seed2027.pt,1,0,
cross-officehome-erm-Art-seed42,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,officehome,data/OfficeHome,Art,erm,erm,torchvision:resnet50:IMAGENET1K_V2,42,42,42,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,90503e2645b32c71a279729e735fb38449ad78d4b17ff937b6a092363f12bac6,7b2a609b34d0d852448433de24b7bb6a3fd02a1296a9ef45202b5456ae962172,complete,runs/revision/cross_dataset/officehome/erm/Art/42/officehome_Art_resnet50_erm_seed42.json,runs/revision/cross_dataset/officehome/erm/Art/42/officehome_Art_resnet50_erm_seed42.pt,2,0,
cross-officehome-erm-Art-seed123,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,officehome,data/OfficeHome,Art,erm,erm,torchvision:resnet50:IMAGENET1K_V2,123,123,123,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,e03179f26b06d8e7f49a4dabc26390a8b51aa1b873f5aa41c189ab9cced2a77f,7b2a609b34d0d852448433de24b7bb6a3fd02a1296a9ef45202b5456ae962172,complete,runs/revision/cross_dataset/officehome/erm/Art/123/officehome_Art_resnet50_erm_seed123.json,runs/revision/cross_dataset/officehome/erm/Art/123/officehome_Art_resnet50_erm_seed123.pt,2,0,
cross-officehome-erm-Art-seed3407,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,officehome,data/OfficeHome,Art,erm,erm,torchvision:resnet50:IMAGENET1K_V2,3407,3407,3407,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,e7876a411ed70c7b9ce6bb7ffae47046529b623fc20644fada69dc03d0328a87,7b2a609b34d0d852448433de24b7bb6a3fd02a1296a9ef45202b5456ae962172,complete,runs/revision/cross_dataset/officehome/erm/Art/3407/officehome_Art_resnet50_erm_seed3407.json,runs/revision/cross_dataset/officehome/erm/Art/3407/officehome_Art_resnet50_erm_seed3407.pt,2,0,
cross-officehome-erm-Art-seed2026,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,officehome,data/OfficeHome,Art,erm,erm,torchvision:resnet50:IMAGENET1K_V2,2026,2026,2026,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,b2adbdf96e79d1d387c5c36507b8e6923b3e23b7704300e3bc456055bf7e718d,7b2a609b34d0d852448433de24b7bb6a3fd02a1296a9ef45202b5456ae962172,complete,runs/revision/cross_dataset/officehome/erm/Art/2026/officehome_Art_resnet50_erm_seed2026.json,runs/revision/cross_dataset/officehome/erm/Art/2026/officehome_Art_resnet50_erm_seed2026.pt,2,0,
cross-officehome-erm-Art-seed2027,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,officehome,data/OfficeHome,Art,erm,erm,torchvision:resnet50:IMAGENET1K_V2,2027,2027,2027,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,edf7d7e83ec680baeaf81728a2a6617e13b5283af24e3948c6a75377c8bd8128,7b2a609b34d0d852448433de24b7bb6a3fd02a1296a9ef45202b5456ae962172,complete,runs/revision/cross_dataset/officehome/erm/Art/2027/officehome_Art_resnet50_erm_seed2027.json,runs/revision/cross_dataset/officehome/erm/Art/2027/officehome_Art_resnet50_erm_seed2027.pt,2,0,
cross-officehome-erm-Clipart-seed42,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,officehome,data/OfficeHome,Clipart,erm,erm,torchvision:resnet50:IMAGENET1K_V2,42,42,42,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,a0800d0d96e368ef36dfd205f590d17507ec1c3639fd8b2f97e00b655f3d2fd2,7b2a609b34d0d852448433de24b7bb6a3fd02a1296a9ef45202b5456ae962172,complete,runs/revision/cross_dataset/officehome/erm/Clipart/42/officehome_Clipart_resnet50_erm_seed42.json,runs/revision/cross_dataset/officehome/erm/Clipart/42/officehome_Clipart_resnet50_erm_seed42.pt,2,0,
cross-officehome-erm-Clipart-seed123,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,officehome,data/OfficeHome,Clipart,erm,erm,torchvision:resnet50:IMAGENET1K_V2,123,123,123,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,1a9bf5ffbbbf5e9c707647785b1af238b272704ba9c7c0081c24145aef6f9877,7b2a609b34d0d852448433de24b7bb6a3fd02a1296a9ef45202b5456ae962172,complete,runs/revision/cross_dataset/officehome/erm/Clipart/123/officehome_Clipart_resnet50_erm_seed123.json,runs/revision/cross_dataset/officehome/erm/Clipart/123/officehome_Clipart_resnet50_erm_seed123.pt,2,0,
cross-officehome-erm-Clipart-seed3407,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,officehome,data/OfficeHome,Clipart,erm,erm,torchvision:resnet50:IMAGENET1K_V2,3407,3407,3407,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,e9cd5327228318119af41531fcee474bcfd0977dea84e987779ef6e1334ccbdb,7b2a609b34d0d852448433de24b7bb6a3fd02a1296a9ef45202b5456ae962172,complete,runs/revision/cross_dataset/officehome/erm/Clipart/3407/officehome_Clipart_resnet50_erm_seed3407.json,runs/revision/cross_dataset/officehome/erm/Clipart/3407/officehome_Clipart_resnet50_erm_seed3407.pt,2,0,
cross-officehome-erm-Clipart-seed2026,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,officehome,data/OfficeHome,Clipart,erm,erm,torchvision:resnet50:IMAGENET1K_V2,2026,2026,2026,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,ad368a1d593b73834b334ba38dbf800c69a5ddbeaf3817ff5e1481e3ed21e10f,7b2a609b34d0d852448433de24b7bb6a3fd02a1296a9ef45202b5456ae962172,complete,runs/revision/cross_dataset/officehome/erm/Clipart/2026/officehome_Clipart_resnet50_erm_seed2026.json,runs/revision/cross_dataset/officehome/erm/Clipart/2026/officehome_Clipart_resnet50_erm_seed2026.pt,2,0,
cross-officehome-erm-Clipart-seed2027,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,officehome,data/OfficeHome,Clipart,erm,erm,torchvision:resnet50:IMAGENET1K_V2,2027,2027,2027,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,9d1c2132f2942198482f944b195ea9e08b3a8f6d63875231da7dcdaee6a8a60e,7b2a609b34d0d852448433de24b7bb6a3fd02a1296a9ef45202b5456ae962172,complete,runs/revision/cross_dataset/officehome/erm/Clipart/2027/officehome_Clipart_resnet50_erm_seed2027.json,runs/revision/cross_dataset/officehome/erm/Clipart/2027/officehome_Clipart_resnet50_erm_seed2027.pt,2,0,
cross-officehome-erm-Product-seed42,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,officehome,data/OfficeHome,Product,erm,erm,torchvision:resnet50:IMAGENET1K_V2,42,42,42,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,28aca97b0c1b485ce404bcf977a8539d572f7dc5f236ba057e16f748cfc174e5,7b2a609b34d0d852448433de24b7bb6a3fd02a1296a9ef45202b5456ae962172,complete,runs/revision/cross_dataset/officehome/erm/Product/42/officehome_Product_resnet50_erm_seed42.json,runs/revision/cross_dataset/officehome/erm/Product/42/officehome_Product_resnet50_erm_seed42.pt,2,0,
cross-officehome-erm-Product-seed123,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,officehome,data/OfficeHome,Product,erm,erm,torchvision:resnet50:IMAGENET1K_V2,123,123,123,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,761a62091434ca5df6ab22cbe3182a2c555fed67d7592eb959a53f85b0758225,7b2a609b34d0d852448433de24b7bb6a3fd02a1296a9ef45202b5456ae962172,complete,runs/revision/cross_dataset/officehome/erm/Product/123/officehome_Product_resnet50_erm_seed123.json,runs/revision/cross_dataset/officehome/erm/Product/123/officehome_Product_resnet50_erm_seed123.pt,2,0,
cross-officehome-erm-Product-seed3407,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,officehome,data/OfficeHome,Product,erm,erm,torchvision:resnet50:IMAGENET1K_V2,3407,3407,3407,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,b611aeb3d657d00f54ddbff4503337d9ec07c244fa45496810de82183740f14a,7b2a609b34d0d852448433de24b7bb6a3fd02a1296a9ef45202b5456ae962172,complete,runs/revision/cross_dataset/officehome/erm/Product/3407/officehome_Product_resnet50_erm_seed3407.json,runs/revision/cross_dataset/officehome/erm/Product/3407/officehome_Product_resnet50_erm_seed3407.pt,2,0,
cross-officehome-erm-Product-seed2026,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,officehome,data/OfficeHome,Product,erm,erm,torchvision:resnet50:IMAGENET1K_V2,2026,2026,2026,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,c5f9e5868b753c5b7e0e436f783f0e24f1129aabc14ef95a384787f0fc3459d1,7b2a609b34d0d852448433de24b7bb6a3fd02a1296a9ef45202b5456ae962172,complete,runs/revision/cross_dataset/officehome/erm/Product/2026/officehome_Product_resnet50_erm_seed2026.json,runs/revision/cross_dataset/officehome/erm/Product/2026/officehome_Product_resnet50_erm_seed2026.pt,2,0,
cross-officehome-erm-Product-seed2027,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,officehome,data/OfficeHome,Product,erm,erm,torchvision:resnet50:IMAGENET1K_V2,2027,2027,2027,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,b97cd7941c06f10d60983fc070867e85ffd2d45867d4e677dcbba4d7cf74346a,7b2a609b34d0d852448433de24b7bb6a3fd02a1296a9ef45202b5456ae962172,complete,runs/revision/cross_dataset/officehome/erm/Product/2027/officehome_Product_resnet50_erm_seed2027.json,runs/revision/cross_dataset/officehome/erm/Product/2027/officehome_Product_resnet50_erm_seed2027.pt,2,0,
